timestamp,exchange,price,size,conditions,id,tape,symbol
2022-05-05 11:08:03.436787968+00:00,P,25.29,4,"['@', 'T', 'I']",1,C,CCD
2022-05-05 11:31:58.179251+00:00,D,25.3,1,"['C', 'T', 'I']",1,C,CCD
2022-05-05 13:30:00.252334149+00:00,Q,25.15,1748,"['@', 'O', 'X']",1,C,CCD
2022-05-05 13:30:00.252360102+00:00,Q,25.15,1748,"['@', 'Q']",2,C,CCD
2022-05-05 13:31:39.125272138+00:00,D,25.27,1,"['@', 'I']",2,C,CCD
2022-05-05 13:32:45.014437+00:00,K,25.15,1,"['@', 'I']",1,C,CCD
2022-05-05 13:33:55.013073152+00:00,P,25.1,200,['@'],2,C,CCD
2022-05-05 13:33:55.013073152+00:00,P,25.1,200,"['@', 'Q']",3,C,CCD
2022-05-05 13:33:55.013136384+00:00,P,25.1,2,"['@', 'F', 'I']",4,C,CCD
2022-05-05 13:33:55.013256192+00:00,P,25.1,2,"['@', 'F', 'I']",5,C,CCD
2022-05-05 13:33:55.013309440+00:00,P,25.1,2,"['@', 'F', 'I']",6,C,CCD
2022-05-05 13:33:55.013362432+00:00,P,25.1,2,"['@', 'F', 'I']",7,C,CCD
2022-05-05 13:33:55.013417472+00:00,P,25.1,2,"['@', 'F', 'I']",8,C,CCD
2022-05-05 13:33:55.013470464+00:00,P,25.1,2,"['@', 'F', 'I']",9,C,CCD
2022-05-05 13:33:55.013530112+00:00,P,25.1,2,"['@', 'F', 'I']",10,C,CCD
2022-05-05 13:33:55.013586432+00:00,P,25.1,2,"['@', 'F', 'I']",11,C,CCD
2022-05-05 13:33:55.013640960+00:00,P,25.1,2,"['@', 'F', 'I']",12,C,CCD
2022-05-05 13:33:55.013694464+00:00,P,25.1,2,"['@', 'F', 'I']",13,C,CCD
2022-05-05 13:33:55.013748480+00:00,P,25.1,2,"['@', 'F', 'I']",14,C,CCD
2022-05-05 13:33:55.013802752+00:00,P,25.1,2,"['@', 'F', 'I']",15,C,CCD
2022-05-05 13:33:55.013853184+00:00,P,25.1,2,"['@', 'F', 'I']",16,C,CCD
2022-05-05 13:33:55.013904128+00:00,P,25.1,2,"['@', 'F', 'I']",17,C,CCD
2022-05-05 13:33:55.013954560+00:00,P,25.1,2,"['@', 'F', 'I']",18,C,CCD
2022-05-05 13:33:55.014006272+00:00,P,25.1,2,"['@', 'F', 'I']",19,C,CCD
2022-05-05 13:33:55.014057728+00:00,P,25.1,2,"['@', 'F', 'I']",20,C,CCD
2022-05-05 13:33:55.014113536+00:00,P,25.1,2,"['@', 'F', 'I']",21,C,CCD
2022-05-05 13:33:55.014166016+00:00,P,25.1,2,"['@', 'F', 'I']",22,C,CCD
2022-05-05 13:33:55.014217472+00:00,P,25.1,2,"['@', 'F', 'I']",23,C,CCD
2022-05-05 13:33:55.014268672+00:00,P,25.1,2,"['@', 'F', 'I']",24,C,CCD
2022-05-05 13:33:55.014321408+00:00,P,25.1,2,"['@', 'F', 'I']",25,C,CCD
2022-05-05 13:33:55.014374144+00:00,P,25.1,2,"['@', 'F', 'I']",26,C,CCD
2022-05-05 13:33:55.014426880+00:00,P,25.1,2,"['@', 'F', 'I']",27,C,CCD
2022-05-05 13:33:55.014480128+00:00,P,25.1,2,"['@', 'F', 'I']",28,C,CCD
2022-05-05 13:33:55.014532608+00:00,P,25.1,2,"['@', 'F', 'I']",29,C,CCD
2022-05-05 13:33:55.014585600+00:00,P,25.1,2,"['@', 'F', 'I']",30,C,CCD
2022-05-05 13:33:55.014637824+00:00,P,25.1,2,"['@', 'F', 'I']",31,C,CCD
2022-05-05 13:33:55.014690048+00:00,P,25.1,2,"['@', 'F', 'I']",32,C,CCD
2022-05-05 13:33:55.014741760+00:00,P,25.1,2,"['@', 'F', 'I']",33,C,CCD
2022-05-05 13:33:55.014793728+00:00,P,25.1,2,"['@', 'F', 'I']",34,C,CCD
2022-05-05 13:33:55.014845696+00:00,P,25.1,2,"['@', 'F', 'I']",35,C,CCD
2022-05-05 13:33:55.014896896+00:00,P,25.1,2,"['@', 'F', 'I']",36,C,CCD
2022-05-05 13:33:55.014948864+00:00,P,25.1,2,"['@', 'F', 'I']",37,C,CCD
2022-05-05 13:33:55.014999552+00:00,P,25.1,2,"['@', 'F', 'I']",38,C,CCD
2022-05-05 13:33:55.015050240+00:00,P,25.1,2,"['@', 'F', 'I']",39,C,CCD
2022-05-05 13:33:55.015101440+00:00,P,25.1,2,"['@', 'F', 'I']",40,C,CCD
2022-05-05 13:33:55.015154176+00:00,P,25.1,2,"['@', 'F', 'I']",41,C,CCD
2022-05-05 13:33:55.015205376+00:00,P,25.1,2,"['@', 'F', 'I']",42,C,CCD
2022-05-05 13:33:55.015258624+00:00,P,25.1,2,"['@', 'F', 'I']",43,C,CCD
2022-05-05 13:33:55.015310848+00:00,P,25.1,2,"['@', 'F', 'I']",44,C,CCD
2022-05-05 13:33:55.015365120+00:00,P,25.1,2,"['@', 'F', 'I']",45,C,CCD
2022-05-05 13:33:55.015424256+00:00,P,25.1,2,"['@', 'F', 'I']",46,C,CCD
2022-05-05 13:33:55.015474688+00:00,P,25.1,2,"['@', 'F', 'I']",47,C,CCD
2022-05-05 13:33:55.015527680+00:00,P,25.1,2,"['@', 'F', 'I']",48,C,CCD
2022-05-05 13:33:55.015578368+00:00,P,25.1,2,"['@', 'F', 'I']",49,C,CCD
2022-05-05 13:33:55.015629056+00:00,P,25.1,2,"['@', 'F', 'I']",50,C,CCD
2022-05-05 13:33:55.015680+00:00,P,25.1,2,"['@', 'F', 'I']",51,C,CCD
2022-05-05 13:33:55.015732736+00:00,P,25.1,2,"['@', 'F', 'I']",52,C,CCD
2022-05-05 13:33:55.015783424+00:00,P,25.1,2,"['@', 'F', 'I']",53,C,CCD
2022-05-05 13:33:55.015834368+00:00,P,25.1,2,"['@', 'F', 'I']",54,C,CCD
2022-05-05 13:33:55.015887104+00:00,P,25.1,2,"['@', 'F', 'I']",55,C,CCD
2022-05-05 13:33:55.015937280+00:00,P,25.1,2,"['@', 'F', 'I']",56,C,CCD
2022-05-05 13:33:55.015988992+00:00,P,25.1,2,"['@', 'F', 'I']",57,C,CCD
2022-05-05 13:33:55.016042496+00:00,P,25.1,2,"['@', 'F', 'I']",58,C,CCD
2022-05-05 13:33:55.016094720+00:00,P,25.1,2,"['@', 'F', 'I']",59,C,CCD
2022-05-05 13:33:59.937311232+00:00,P,25.1,200,['@'],60,C,CCD
2022-05-05 13:34:05.948238848+00:00,P,25.1,100,['@'],61,C,CCD
2022-05-05 13:34:29.653043968+00:00,P,25.1,200,['@'],62,C,CCD
2022-05-05 13:34:36.136061440+00:00,P,25.1,100,['@'],63,C,CCD
2022-05-05 13:34:46.159912192+00:00,P,25.1,88,"['@', 'I']",64,C,CCD
2022-05-05 13:36:23.827980183+00:00,D,25.205,1,"['@', 'I']",3,C,CCD
2022-05-05 13:40:13.021000+00:00,D,25.2899,1,"['@', 'I']",4,C,CCD
2022-05-05 13:43:02.554000+00:00,D,25.2208,15,"['@', 'I']",5,C,CCD
2022-05-05 13:43:28.791659136+00:00,D,25.16,4,"['@', 'I']",6,C,CCD
2022-05-05 13:43:48.646908181+00:00,Q,25.15,100,['@'],3,C,CCD
2022-05-05 13:43:48.647239+00:00,K,25.15,3,"['@', 'I']",2,C,CCD
2022-05-05 13:44:15.181093070+00:00,D,25.165,1,"['@', 'I']",7,C,CCD
2022-05-05 13:44:15.182000+00:00,D,25.165,1,"['@', 'I']",8,C,CCD
2022-05-05 13:45:05.126000+00:00,D,25.29,1,"['@', 'I']",9,C,CCD
2022-05-05 13:52:57.988652+00:00,D,25.27,50,"['@', 'I']",10,C,CCD
2022-05-05 13:52:57.988941+00:00,D,25.26,100,['@'],11,C,CCD
2022-05-05 13:54:30.124442+00:00,D,25.195,300,['@'],12,C,CCD
2022-05-05 13:54:30.126584786+00:00,U,25.1,100,"['@', 'F']",1,C,CCD
2022-05-05 13:57:04.424000+00:00,D,25.1137,1000,['@'],13,C,CCD
2022-05-05 13:57:04.427547438+00:00,Q,25.06,100,"['@', 'F']",4,C,CCD
2022-05-05 13:57:04.427626724+00:00,Q,25.06,92,"['@', 'I']",5,C,CCD
2022-05-05 13:57:04.427626724+00:00,Q,25.03,39,"['@', 'I']",6,C,CCD
2022-05-05 13:57:30.103968576+00:00,D,25.08,100,['@'],1,C,CCD
2022-05-05 13:59:22.858995305+00:00,H,25.1,20,"['@', 'F', 'I']",1,C,CCD
2022-05-05 13:59:33.443149510+00:00,Q,25.09,16,"['@', 'F', 'I']",7,C,CCD
2022-05-05 13:59:33.443187090+00:00,Q,25.09,16,"['@', 'F', 'I']",8,C,CCD
2022-05-05 13:59:34.468197820+00:00,H,25.09,100,"['@', 'F']",2,C,CCD
2022-05-05 13:59:34.472702327+00:00,U,25.09,100,"['@', 'F']",2,C,CCD
2022-05-05 13:59:34.560016282+00:00,Q,25.1,100,"['@', 'F']",9,C,CCD
2022-05-05 13:59:34.560054295+00:00,Q,25.1,2,"['@', 'F', 'I']",10,C,CCD
2022-05-05 13:59:34.560105070+00:00,Q,25.1,2,"['@', 'F', 'I']",11,C,CCD
2022-05-05 13:59:34.560140884+00:00,Q,25.1,2,"['@', 'F', 'I']",12,C,CCD
2022-05-05 13:59:34.560175628+00:00,Q,25.1,2,"['@', 'F', 'I']",13,C,CCD
2022-05-05 13:59:34.560210229+00:00,Q,25.1,2,"['@', 'F', 'I']",14,C,CCD
2022-05-05 13:59:34.560244985+00:00,Q,25.1,2,"['@', 'F', 'I']",15,C,CCD
2022-05-05 13:59:34.560281099+00:00,Q,25.1,2,"['@', 'F', 'I']",16,C,CCD
2022-05-05 13:59:34.560315603+00:00,Q,25.1,2,"['@', 'F', 'I']",17,C,CCD
2022-05-05 13:59:34.560350298+00:00,Q,25.1,2,"['@', 'F', 'I']",18,C,CCD
2022-05-05 13:59:34.651075807+00:00,Q,25.1,80,"['@', 'F', 'I']",19,C,CCD
2022-05-05 13:59:34.651075807+00:00,Q,25.1,20,"['@', 'F', 'I']",20,C,CCD
2022-05-05 14:00:47.528045554+00:00,Q,25.09,100,['@'],21,C,CCD
2022-05-05 14:00:47.528130286+00:00,Q,25.09,168,['@'],22,C,CCD
2022-05-05 14:00:47.528207+00:00,K,25.09,200,['@'],3,C,CCD
2022-05-05 14:00:47.528215545+00:00,U,25.09,59,"['@', 'I']",3,C,CCD
2022-05-05 14:00:47.528273679+00:00,U,25.09,41,"['@', 'I']",4,C,CCD
2022-05-05 14:00:47.529320848+00:00,X,25.09,72,"['@', 'F', 'I']",1,C,CCD
2022-05-05 14:00:47.529346879+00:00,X,25.09,28,"['@', 'F', 'I']",2,C,CCD
2022-05-05 14:00:47.533219297+00:00,U,25.03,100,"['@', 'F']",5,C,CCD
2022-05-05 14:00:47.533386080+00:00,X,25.03,5,"['@', 'F', 'I']",3,C,CCD
2022-05-05 14:03:27.838545716+00:00,X,25.0,100,"['@', 'F']",4,C,CCD
2022-05-05 14:03:29.870697+00:00,J,24.97,100,"['@', 'F']",1,C,CCD
2022-05-05 14:03:29.870902787+00:00,D,25.0,12,"['@', 'I']",14,C,CCD
2022-05-05 14:03:29.880864+00:00,J,24.95,100,"['@', 'F']",2,C,CCD
2022-05-05 14:03:29.891138324+00:00,Q,25.0,5,"['@', 'F', 'I']",23,C,CCD
2022-05-05 14:03:29.891138324+00:00,Q,24.95,95,"['@', 'F', 'I']",24,C,CCD
2022-05-05 14:03:29.891335+00:00,D,25.04,100,['@'],15,C,CCD
2022-05-05 14:03:29.891623797+00:00,V,25.04,100,['@'],1,C,CCD
2022-05-05 14:03:29.903447155+00:00,B,24.95,100,"['@', 'F']",1,C,CCD
2022-05-05 14:07:30.085044344+00:00,Q,24.96,100,['@'],25,C,CCD
2022-05-05 14:07:59.673888503+00:00,D,24.9735,50,"['@', 'I']",16,C,CCD
2022-05-05 14:09:05.410374+00:00,K,25.0,100,['@'],4,C,CCD
2022-05-05 14:09:05.410483+00:00,K,25.0,100,"['@', 'F']",5,C,CCD
2022-05-05 14:10:34.984020292+00:00,Q,25.07,1000,"['@', 'F']",26,C,CCD
2022-05-05 14:10:34.984020292+00:00,Q,25.09,100,"['@', 'F']",27,C,CCD
2022-05-05 14:10:34.984020292+00:00,Q,25.12,95,"['@', 'F', 'I']",28,C,CCD
2022-05-05 14:10:34.984146719+00:00,Q,25.12,100,['@'],29,C,CCD
2022-05-05 14:10:34.984250880+00:00,N,25.09,100,['@'],1,C,CCD
2022-05-05 14:10:34.984508624+00:00,V,25.095,100,['@'],2,C,CCD
2022-05-05 14:10:34.985035+00:00,K,25.12,114,['@'],6,C,CCD
2022-05-05 14:10:34.985057+00:00,K,25.12,36,"['@', 'F', 'I']",7,C,CCD
2022-05-05 14:10:34.985388031+00:00,Q,25.13,242,"['@', 'F']",30,C,CCD
2022-05-05 14:10:34.985388031+00:00,Q,25.13,242,"['@', 'F']",31,C,CCD
2022-05-05 14:10:34.985388031+00:00,Q,25.13,4,"['@', 'F', 'I']",32,C,CCD
2022-05-05 14:10:34.985442888+00:00,Q,25.12,4,"['@', 'F', 'I']",33,C,CCD
2022-05-05 14:10:34.985493+00:00,K,25.13,242,"['@', 'F']",8,C,CCD
2022-05-05 14:10:34.985505+00:00,Z,25.13,84,"['@', 'I']",1,C,CCD
2022-05-05 14:10:34.985592+00:00,Z,25.13,158,['@'],2,C,CCD
2022-05-05 14:10:34.985694976+00:00,P,25.13,242,['@'],65,C,CCD
2022-05-05 14:10:34.988802463+00:00,Q,25.12,100,"['@', 'F']",34,C,CCD
2022-05-05 14:10:34.988802463+00:00,Q,25.12,100,"['@', 'F']",35,C,CCD
2022-05-05 14:13:00.849250119+00:00,D,25.145,1,"['@', 'I']",17,C,CCD
2022-05-05 14:19:38.613310840+00:00,D,25.1483,10,"['@', 'I']",18,C,CCD
2022-05-05 14:19:53.880000+00:00,D,25.1699,3,"['@', 'I']",2,C,CCD
2022-05-05 14:22:16.966372177+00:00,Q,25.1,1,"['@', 'I']",36,C,CCD
2022-05-05 14:22:27.459000+00:00,D,25.1013,1500,['@'],19,C,CCD
2022-05-05 14:23:00.701449390+00:00,Q,25.04,100,['@'],37,C,CCD
2022-05-05 14:23:37.516167894+00:00,Q,25.04,200,"['@', 'F']",38,C,CCD
2022-05-05 14:23:37.516442066+00:00,Q,25.04,100,"['@', 'F']",39,C,CCD
2022-05-05 14:23:41.587271+00:00,D,25.0,100,['@'],1,C,CCD
2022-05-05 14:23:41.590037798+00:00,H,25.0,400,"['@', 'F']",3,C,CCD
2022-05-05 14:23:41.590103+00:00,K,25.0,100,"['@', 'F']",9,C,CCD
2022-05-05 14:23:41.590125543+00:00,U,25.0,100,"['@', 'F']",6,C,CCD
2022-05-05 14:23:41.590475740+00:00,Q,25.0,500,['@'],40,C,CCD
